
103	105	102	38	39
94	97	102	40	40
104	103	102	40	40
103	104	102	39	41
95	96	102	40	39
104	104	102	40	40
104	104	103	42	39
94	97	103	40	42
104	104	103	39	40
103	104	102	41	38
94	97	101	41	40
104	104	102	37	41
82	82	102	39	41
103	104	102	38	41
78	75	102	41	38
94	96	102	40	39
104	103	102	38	40
103	103	102	39	38
83	82	102	39	39
78	75	102	42	41
95	97	103	40	39
105	104	102	40	40
103	104	102	38	40
84	83	102	41	39
82	83	102	38	41
97	98	102	41	40
104	103	102	40	39
115	116	102	38	38
116	116	102	39	38
95	94	102	41	40
103	104	101	39	39
84	83	102	41	40
82	82	102	39	40
97	98	103	39	41
105	104	103	38	43
115	116	103	39	42
116	116	102	39	40
95	93	101	40	39
103	103	101	39	39
85	83	102	42	39
82	82	102	37	40
97	98	102	42	39
104	103	102	37	40
116	116	102	40	40
115	116	102	39	40
94	94	102	40	40
103	103	102	40	40
84	83	102	39	39
82	82	102	38	39
96	98	102	42	39
104	104	102	38	40
116	117	102	38	39
115	116	102	40	39
94	94	102	40	38
102	104	102	41	39
84	83	102	40	39
82	83	102	39	40
97	99	102	40	41
104	104	102	39	42
116	117	102	40	38
116	116	102	38	39
95	93	102	40	39
103	103	102	40	39
84	83	102	41	41
82	83	102	40	40
97	98	102	39	40
104	103	102	39	38
116	116	102	40	39
116	116	102	40	39
95	93	102	41	40
103	104	102	40	39
84	83	102	42	39
83	83	102	40	43
96	98	102	39	38
104	103	102	39	39
116	116	102	39	39
115	116	102	39	38
94	93	102	40	40
103	103	102	40	40
85	83	102	40	42
83	82	102	38	44
96	98	102	39	40
104	103	102	40	41
116	116	102	40	38
115	116	102	39	39
94	94	102	39	37
102	104	102	38	41
84	84	102	39	40
82	82	102	38	39
97	98	102	40	38
104	104	102	41	41
115	116	101	39	39
116	116	102	39	40
95	93	102	41	39
102	103	102	40	40
84	83	102	40	38
82	82	102	39	40
97	98	102	42	40
105	103	102	42	39
115	116	102	42	40
116	116	102	40	40
95	94	102	40	40
104	104	102	39	42
85	83	102	40	40
83	82	102	36	39
96	98	102	39	40
104	104	102	39	40
115	115	102	40	41
115	116	102	38	41
94	93	103	42	38
103	104	103	40	41
84	83	103	41	40
82	82	102	39	39
97	98	103	39	40
104	104	103	40	41
116	116	103	39	40
116	116	102	38	37
94	94	102	42	38
103	104	102	40	42
85	83	102	39	41
83	83	103	39	40
97	98	102	39	38
104	104	103	40	41
116	116	103	39	39
116	115	101	39	40
95	93	102	40	38
103	103	103	39	41
84	83	102	40	40
82	81	103	38	39
96	98	103	40	39
104	104	102	38	41
116	116	102	39	40
116	116	102	39	43
94	94	102	40	38
103	104	103	41	40
84	84	103	40	39
83	83	102	38	38
96	98	102	41	40
104	104	102	38	41
116	116	102	41	40
115	116	103	39	41
94	93	102	39	39
103	103	102	39	39
84	83	102	38	39
83	82	102	40	38
96	98	103	40	40
104	104	102	38	41
116	116	103	39	40
115	116	102	39	44
94	94	102	39	39
103	104	101	41	43
87	86	102	39	38
104	104	102	37	40
103	103	103	38	43
87	86	103	39	40
104	103	101	39	39
103	104	102	39	39
87	85	103	40	40
105	103	102	40	42
102	103	102	40	40
87	86	102	40	38
104	104	101	38	41
103	103	103	41	42
86	86	103	40	39
87	88	103	40	40
98	100	103	38	42
104	104	102	39	40
102	103	102	39	41
87	87	102	41	41
95	94	102	39	40
103	104	102	39	39
88	87	103	38	39
88	89	103	39	37
99	100	103	39	40
104	105	102	39	40
116	115	102	39	41
115	115	101	39	40
95	94	101	39	42
103	104	101	40	42
88	88	101	39	41
89	88	101	39	38
99	100	101	38	43
104	104	100	38	39
116	116	101	41	44
115	115	101	40	38
95	94	101	40	39
102	103	101	40	39
88	88	101	37	40
88	89	100	41	39
98	101	100	39	40
104	104	101	39	42
116	116	102	37	40
116	116	102	38	38
95	95	102	39	40
102	103	102	39	42
88	87	102	39	40
89	89	103	40	42
99	100	102	41	40
104	104	102	39	38
116	116	102	39	41
116	116	102	38	40
95	95	102	40	39
103	104	102	39	38
88	87	101	41	40
88	89	102	39	37
99	100	102	40	39
104	104	102	39	39
115	116	102	38	41
115	116	102	38	41
95	94	102	40	44
103	104	102	39	39
88	88	102	43	39
88	89	102	38	39
99	100	102	38	39
104	105	102	41	43
115	116	102	38	40
116	117	102	38	39
95	95	102	40	41
102	103	102	40	40
88	88	102	40	43
88	89	102	41	40
99	101	102	39	45
105	104	102	40	40
115	116	102	39	36
116	115	102	42	39
95	94	101	40	40
102	103	101	39	39
89	87	101	41	41
88	88	101	39	39
99	100	102	39	39
105	103	101	40	38
115	116	101	39	39
116	116	101	40	40
96	94	101	41	41
103	103	102	38	40
88	86	102	41	40
88	89	102	39	41
98	100	101	38	39
104	104	102	40	41
116	116	101	39	41
115	116	101	37	41
95	95	101	40	41
103	103	101	40	39
88	88	101	39	41
89	89	101	40	38
99	100	102	38	41
104	104	100	40	40
116	116	100	41	40
115	116	100	40	40
95	94	100	41	40
102	103	100	41	38
88	87	100	39	41
88	89	100	40	39
98	100	100	40	39
104	105	100	41	41
116	116	100	39	39
116	115	100	42	40
95	94	100	41	43
102	104	99	40	41
88	87	100	40	38
88	89	99	40	40
99	100	100	39	38
104	103	100	39	39
116	116	100	39	46
116	116	100	39	42
95	95	100	39	41
103	104	100	41	41
88	88	100	40	43
88	88	100	48	40
99	101	101	40	40
105	104	101	38	40
116	116	101	39	38
116	115	101	39	39
95	94	101	40	42
103	103	101	40	42
88	88	101	38	40
88	89	101	39	39
99	101	101	40	40
104	104	101	38	38
115	116	100	42	39
115	116	101	39	39
95	95	101	41	42
102	104	101	39	42
89	87	101	41	40
88	89	101	40	41
99	101	100	39	41
105	104	99	39	39
115	116	99	40	40
115	115	99	38	44
95	94	99	42	41
102	103	99	38	41
88	88	99	38	42
88	89	100	41	37
99	100	99	37	41
105	104	99	38	40
115	116	99	39	40
116	115	99	40	39
96	95	99	42	40
102	103	99	38	38
89	88	99	40	39
89	90	99	39	42
99	101	99	44	40
105	103	99	39	40
115	116	99	39	41
89	89	99	42	39
89	90	99	40	42
99	101	99	40	42
104	104	100	39	41
115	116	100	40	39
103	105	101	40	40
89	89	100	40	40
89	89	100	41	42
99	101	100	40	42
104	104	100	39	42
116	116	100	39	38
103	103	99	40	41
89	89	99	38	39
89	89	99	41	42
100	101	99	39	40
104	104	99	38	39
115	116	98	42	40
96	95	99	38	39
103	104	99	37	39
90	89	99	40	42
89	90	99	39	40
100	102	98	40	41
104	103	98	38	39
116	116	99	40	42
116	115	98	41	39
96	95	99	39	41
103	105	99	39	40
