116	117	94	39	38
94	102	95	40	40
90	95	95	39	43
96	103	93	42	40
99	107	94	40	41
105	112	93	39	41
116	115	90	40	40
116	117	89	38	41
95	101	93	41	39
89	94	93	39	39
97	103	83	40	40
98	107	87	38	40
105	111	85	41	42
116	116	86	40	39
115	116	81	41	40
95	101	79	42	40
89	95	88	39	42
97	103	89	41	40
98	107	89	39	41
106	112	96	41	41
115	116	94	40	43
115	116	94	38	39
93	101	96	39	41
90	95	96	41	44
96	103	96	39	41
99	107	95	38	39
105	112	93	39	45
115	117	92	39	36
116	117	91	39	41
94	101	89	40	40
90	95	90	41	38
96	104	90	40	40
99	107	90	40	40
115	116	91	41	42
116	117	90	41	39
93	101	91	39	40
92	97	101	40	39
96	102	101	40	38
99	108	101	38	43
104	110	101	41	38
114	116	101	48	39
115	117	101	40	42
90	97	101	39	45
93	99	101	41	40
94	102	101	39	41
101	109	101	42	40
103	109	101	40	41
116	116	101	40	40
115	115	101	39	38
89	96	101	40	41
91	97	101	38	41
96	102	101	39	41
101	110	101	39	42
103	109	101	39	40
115	117	101	39	40
116	116	101	40	40
93	99	101	40	41
92	97	101	39	41
97	104	101	40	39
100	108	102	41	38
103	110	101	40	40
116	116	101	42	40
116	116	101	39	40
93	100	101	38	41
92	98	101	41	39
98	104	101	39	41
100	109	101	38	37
102	108	101	40	41
115	116	101	38	41
115	116	101	39	40
83	90	100	39	41
93	99	93	39	39
94	101	93	41	39
100	108	93	38	39
103	109	93	40	40
115	116	93	39	40
115	117	93	39	40
87	93	93	48	39
93	98	93	39	41
93	101	93	50	43
99	108	93	39	39
104	110	93	41	42
115	116	93	38	40
116	116	93	40	39
91	97	93	41	40
85	92	93	39	41
93	99	93	40	40
93	101	93	40	40
99	108	93	41	40
104	110	93	39	38
115	117	93	39	40
116	116	93	40	39
91	96	93	41	39
86	93	93	40	40
93	98	93	39	37
94	101	93	40	40
100	108	92	44	39
103	109	93	39	40
115	116	92	39	43
115	116	93	40	42
91	96	93	40	42
81	87	93	39	37
92	98	93	38	39
94	101	92	41	42
100	108	92	41	38
103	110	93	40	42
116	117	93	38	39
115	116	92	43	42
90	95	93	40	40
79	87	93	39	42
93	99	93	38	39
94	101	92	41	43
103	109	93	39	42
115	117	93	38	40
116	116	93	38	37
87	94	92	39	41
88	95	93	39	42
93	98	93	40	38
94	101	92	41	40
99	108	93	40	42
103	110	93	39	39
116	116	93	35	37
116	115	93	40	40
88	94	93	40	39
89	96	93	40	40
93	99	93	40	39
95	102	93	40	41
100	108	93	43	38
102	110	93	39	41
115	116	93	40	40
115	116	93	38	43
88	93	93	38	39
89	96	93	45	42
93	98	93	37	40
95	101	93	41	39
99	107	93	41	40
103	110	93	39	40
115	117	92	39	39
115	116	92	41	39
89	95	92	40	41
96	96	92	39	41
99	98	93	40	42
101	102	93	40	38
106	108	93	40	39
109	110	92	39	40
116	115	92	39	38
115	116	93	49	37
94	94	93	41	40
94	95	93	39	40
99	99	93	41	41
100	102	93	40	40
105	107	93	40	40
109	109	93	39	42
115	116	93	41	39
116	116	93	41	38
95	94	93	41	37
94	95	93	40	41
100	100	93	39	37
101	102	93	38	42
106	108	93	40	40
109	110	93	39	39
115	116	93	38	39
116	116	92	40	39
96	95	93	48	40
96	95	93	39	40
100	99	92	40	37
101	102	93	40	40
107	109	93	40	38
108	109	93	40	42
115	116	93	42	39
116	116	92	40	39
96	95	92	40	41
96	96	93	40	42
100	100	93	42	39
101	101	92	39	44
106	108	93	40	40
108	109	93	39	39
116	116	93	39	40
116	116	93	40	41
96	95	93	41	40
96	96	92	41	41
99	98	93	39	38
101	101	92	42	42
105	108	92	39	40
109	110	93	39	40
116	116	92	39	39
116	117	93	41	37
94	95	93	38	41
95	96	93	40	40
99	98	93	42	40
101	102	93	40	40
106	108	93	40	39
109	110	93	38	41
116	116	93	49	40
115	116	92	39	38
96	95	93	42	42
93	93	93	42	39
98	98	93	39	40
100	101	93	41	41
105	107	93	40	39
109	109	93	38	41
116	116	93	40	41
115	116	92	39	39
96	95	93	39	40
92	92	93	40	40
98	99	93	39	43
100	100	92	41	39
105	107	93	40	40
109	110	93	39	41
116	116	93	43	40
115	116	93	41	41
96	96	93	40	43
91	92	93	38	43
98	98	93	40	41
100	101	93	39	40
105	107	93	41	38
109	109	93	40	42
115	116	93	41	38
116	116	93	40	40
97	96	93	41	41
89	90	92	40	41
98	98	93	39	41
100	101	93	41	42
104	107	92	40	40
110	110	93	39	40
115	117	92	40	40
116	116	92	39	42
97	95	92	40	40
90	90	92	40	41
98	97	93	38	40
100	101	93	42	44
105	107	93	41	41
109	109	92	39	40
116	116	93	38	40
116	116	92	40	38
96	96	93	39	41
90	91	93	40	40
98	98	93	38	40
99	100	92	49	41
105	107	93	41	41
109	109	93	40	43
116	116	93	38	38
116	116	93	42	42
96	96	92	39	41
90	91	93	40	40
98	98	93	40	41
100	100	93	38	39
105	107	92	41	42
109	110	93	38	40
116	117	93	40	41
116	116	93	39	40
96	95	93	39	41
